"CountryCode","SeriesCode","DESCRIPTION",
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","PA.NUS.FCRF","Data are reported in Maltese liras.",
"MLT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.POP.TOTL","Data source: Eurostat",
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","IT.NET.BBND","Maltacom. From 1999: Malta Communications Authority.",
"MLT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IS.RRS.PASG.KM","Source: OECD",
"MLT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IT.MLT.MAIN","Maltacom. From 1999: Malta Communications Authority.",
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","IT.CEL.SETS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates based on the market data. Short-term debt data are not available. Data include HIPC debt relief.",
"MMR","MS.MIL.XPND.CN","2012-2018 highly uncertain data.",
"MMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MMR","IT.NET.BBND","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","MS.MIL.XPND.ZS","2012-2018 highly uncertain data.",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","IT.MLT.MAIN","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2016: change in the methodology.",
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MMR","MS.MIL.XPND.CD","2012-2018 highly uncertain data.",
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates. Short-term debt for 2019 is based on data from the BIS.",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IS.RRS.PASG.KM","Source: OECD",
"MNE","IT.CEL.SETS","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNE","IT.NET.BBND","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNE","MS.MIL.XPND.CD","2005-2006 SIPRI estimates.",
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.",
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IS.RRS.GOOD.MT.K6","Source: OECD",
"MNE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services.",
"MNE","SP.POP.GROW","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","MS.MIL.XPND.ZS","2005-2006 SIPRI estimates.",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","IT.MLT.MAIN","Agency for Telecommunications and Postal Services.",
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services.",
"MNE","MS.MIL.XPND.CN","2005-2006 SIPRI estimates.",
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","IT.NET.BBND","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.MLT.MAIN","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.CEL.SETS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNP","IT.NET.BBND","Micronesian Telecommunication Corp. (MTC).",
"MNP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNP","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.BBND.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNP","ST.INT.RCPT.CD","Compiled from data reported by the country.",
"MNP","IT.MLT.MAIN","Micronesian Telecommunication Corp. (MTC).",
"MNP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNP","IT.MLT.MAIN.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.CEL.SETS.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.CEL.SETS","Micronesian Telecommunication Corp. (MTC).",
"MNP","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MOZ","MS.MIL.XPND.CD","1977-1998 SIPRI estimates.",
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MOZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","IT.NET.BBND.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MOZ","IT.CEL.SETS.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","MS.MIL.XPND.ZS","1988-1998 SIPRI estimates.",
"MOZ","IT.CEL.SETS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2019 are based on reports provided by the country and World Bank staff estimates based on the original terms of the loans.  Long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on data from the BIS. Data include HIPC and MDRI debt relief.",
"MOZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MOZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","IT.MLT.MAIN.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","MS.MIL.XPND.CN","1977-1998 SIPRI estimates.",
"MOZ","IT.MLT.MAIN","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MOZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MOZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MOZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MRT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.",
"MRT","IT.CEL.SETS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","IT.CEL.SETS.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.",
"MRT","IT.MLT.MAIN.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","IT.MLT.MAIN","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.",
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MRT","IT.NET.BBND","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MRT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MRT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Mauritania in 2010 include 30,000 persons in a refugee-like situation.",
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MRT","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of MDRI debt relief.",
"MRT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MRT","IT.NET.BBND.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","IT.CEL.SETS.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.65UP.MA.ZS","Including Agalega and St. Brandon.",
"MUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.FE.ZS","Including Agalega and St. Brandon.",
"MUS","SP.DYN.CDRT.IN","Data source: Statistics Mauritius",
"MUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MUS","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","SP.POP.0014.MA.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.FE.ZS","Including Agalega and St. Brandon.",
"MUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.POP.TOTL","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","IT.MLT.MAIN.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.DPND.OL","Including Agalega and St. Brandon.",
"MUS","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"MUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.FE.ZS","Including Agalega and St. Brandon.",
"MUS","BX.PEF.TOTL.CD.WD","Data includes offshore investments.",
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon.",
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.DYN.LE00.FE.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.POP.1564.MA.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.DPND.YG","Including Agalega and St. Brandon.",
"MUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MUS","SP.DYN.TO65.MA.ZS","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.DYN.CBRT.IN","Data source: Statistics Mauritius",
"MUS","SP.POP.DPND","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","IT.NET.BBND.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.NET.BBND","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MUS","IT.CEL.SETS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.MLT.MAIN","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon.",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.DYN.TO65.FE.ZS","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.DYN.LE00.MA.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.GROW","Data source: Central Statistics Office, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"MWI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MWI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MWI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","IT.NET.BBND.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MWI","IT.MLT.MAIN.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MWI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
